ingested_at,source,cve_id,title,published,last_modified,cvss,severity,exploited,family,vendors,products,refs
2025-09-18T13:24:03Z,NVD,CVE-2025-55777,cve@mitre.org CVE-2025-55777,2025-09-15T18:15:39.077,2025-09-15T18:15:39.077,,,false,other,,,
2025-09-18T13:24:03Z,NVD,CVE-2025-10472,cna@vuldb.com CVE-2025-10472,2025-09-15T19:15:34.133,2025-09-16T12:49:16.060,5.3,MEDIUM,false,other,,,"https://vuldb.com/?ctiid.323892, https://vuldb.com/?id.323892, https://vuldb.com/?submit.648393, https://www.notion.so/Path-Traversal-Vulnerability-in-MoneyPrinterTurbo-1-2-6-265014c4d9ca80e38da4deaeee8b46f5?source=copy_link, https://www.notion.so/Path-Traversal-Vulnerability-in-MoneyPrinterTurbo-1-2-6-265014c4d9ca80e38da4deaeee8b46f5"
2025-09-18T13:24:03Z,NVD,CVE-2025-10473,cna@vuldb.com CVE-2025-10473,2025-09-15T19:15:34.357,2025-09-17T17:00:22.977,6.3,MEDIUM,false,other,,,"https://github.com/mo957/vuln/blob/main/ruoyi_sqlinject/ruoyi_sqlinject.md, https://vuldb.com/?ctiid.323905, https://vuldb.com/?id.323905, https://vuldb.com/?submit.648475, https://github.com/mo957/vuln/blob/main/ruoyi_sqlinject/ruoyi_sqlinject.md"
2025-09-18T13:24:03Z,NVD,CVE-2025-43800,security@liferay.com CVE-2025-43800,2025-09-15T19:15:35.283,2025-09-16T12:49:16.060,,,false,other,,,https://liferay.dev/portal/security/known-vulnerabilities/-/asset_publisher/jekt/content/CVE-2025-43800
2025-09-18T13:24:03Z,NVD,CVE-2025-59398,cve@mitre.org CVE-2025-59398,2025-09-15T19:15:36.133,2025-09-16T12:49:16.060,3.1,LOW,false,other,,,"https://github.com/EVerest/everest-core/commit/253432ae7458ad0445f68f9d716086090c2be49c, https://github.com/EVerest/everest-core/issues/1152, https://github.com/EVerest/libocpp/commit/fb391b4ff16a0a07150e5a8eebf0856fb6623cbe, https://github.com/EVerest/libocpp/compare/v0.26.1...v0.26.2, https://github.com/EVerest/libocpp/pull/1052"
2025-09-18T13:24:03Z,NVD,CVE-2025-59399,cve@mitre.org CVE-2025-59399,2025-09-15T19:15:36.307,2025-09-16T12:49:16.060,3.1,LOW,false,other,,,"https://github.com/EVerest/libocpp/commit/0b84d7f9fb3c338d470770f220a7b7f21db78878, https://github.com/EVerest/libocpp/compare/v0.27.1...v0.28.0"
2025-09-18T13:24:03Z,NVD,CVE-2025-10475,cna@vuldb.com CVE-2025-10475,2025-09-15T20:15:36.930,2025-09-16T12:49:16.060,5.5,MEDIUM,false,bluetooth,,,"https://vuldb.com/?ctiid.323906, https://vuldb.com/?id.323906, https://vuldb.com/?submit.648484, https://www.spyshelter.com/help/SpyShelter-Changelog#15401028-3sep2025, https://www.yuque.com/u28538081/sea4q5/aokhgdfpf5ueguk5"
2025-09-18T13:24:03Z,NVD,CVE-2025-45091,cve@mitre.org CVE-2025-45091,2025-09-15T20:15:37.593,2025-09-16T12:49:16.060,5.4,MEDIUM,false,bluetooth,,,https://plus.seafile.com/wiki/publish/seafile-wiki/txzO/
2025-09-18T13:24:03Z,NVD,CVE-2025-56448,cve@mitre.org CVE-2025-56448,2025-09-15T20:15:38.127,2025-09-16T12:49:16.060,6.8,MEDIUM,false,bluetooth,,,"https://medium.com/@wagneralves_87750/cve-2025-56448-replay-attack-vulnerability-in-positron-px360bt-car-alarm-system-c9f1ccea6ebe, https://positron.com.br/blog/positron-lanca-alarme-px360bt-starter/"
2025-09-18T13:24:03Z,NVD,CVE-2025-59140,security-advisories@github.com CVE-2025-59140,2025-09-15T20:15:38.427,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/node-backslash/security/advisories/GHSA-53mq-f4w3-f7qv, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59141,security-advisories@github.com CVE-2025-59141,2025-09-15T20:15:38.600,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/node-simple-swizzle/security/advisories/GHSA-9g9j-rggx-7fmg, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59142,security-advisories@github.com CVE-2025-59142,2025-09-15T20:15:38.753,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/color-string/security/advisories/GHSA-286p-vc9p-p5qv, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59143,security-advisories@github.com CVE-2025-59143,2025-09-15T20:15:38.917,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/color/security/advisories/GHSA-qrmh-qg46-72pp, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59144,security-advisories@github.com CVE-2025-59144,2025-09-15T20:15:39.073,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/debug-js/debug/issues/1005, https://github.com/debug-js/debug/security/advisories/GHSA-4x49-vf9v-38px, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59154,security-advisories@github.com CVE-2025-59154,2025-09-15T20:15:39.237,2025-09-16T12:49:16.060,5.9,MEDIUM,false,bluetooth,,,"https://github.com/igniterealtime/Openfire/blob/8d073dda36905da0fdee7cb623c025a01a5cbf6b/xmppserver/src/main/java/org/jivesoftware/util/cert/CNCertificateIdentityMapping.java#L43, https://github.com/igniterealtime/Openfire/security/advisories/GHSA-w252-645g-87mp, https://igniterealtime.atlassian.net/browse/OF-3122, https://igniterealtime.atlassian.net/browse/OF-3123, https://igniterealtime.atlassian.net/browse/OF-3124"
2025-09-18T13:24:03Z,NVD,CVE-2025-59162,security-advisories@github.com CVE-2025-59162,2025-09-15T20:15:39.427,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/color-convert/security/advisories/GHSA-pxx3-g568-hxr4, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59330,security-advisories@github.com CVE-2025-59330,2025-09-15T20:15:39.590,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/node-error-ex/security/advisories/GHSA-6jp5-hh4c-8c5h, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59331,security-advisories@github.com CVE-2025-59331,2025-09-15T20:15:39.763,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/Qix-/node-is-arrayish/security/advisories/GHSA-frh7-2f84-v9mw, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-59332,security-advisories@github.com CVE-2025-59332,2025-09-15T20:15:39.930,2025-09-16T12:49:16.060,8.6,HIGH,false,other,,,"https://github.com/dolfinus/3DAlloy/commit/9fac7936254886265ac89c8824c4816d009b7a1b, https://github.com/dolfinus/3DAlloy/security/advisories/GHSA-f2rp-232x-mqrh"
2025-09-18T13:24:03Z,NVD,CVE-2025-10477,cna@vuldb.com CVE-2025-10477,2025-09-15T21:15:35.257,2025-09-16T12:49:16.060,6.3,MEDIUM,false,bluetooth,,,"https://github.com/Miker132/CVE-/issues/6, https://vuldb.com/?ctiid.323913, https://vuldb.com/?id.323913, https://vuldb.com/?submit.648516"
2025-09-18T13:24:03Z,NVD,CVE-2025-10479,cna@vuldb.com CVE-2025-10479,2025-09-15T21:15:35.443,2025-09-17T16:48:37.587,7.3,HIGH,false,other,,,"https://github.com/ganzhi-qcy/cve/issues/25, https://vuldb.com/?ctiid.323914, https://vuldb.com/?id.323914, https://vuldb.com/?submit.648520, https://www.sourcecodester.com/, https://github.com/ganzhi-qcy/cve/issues/25"
2025-09-18T13:24:03Z,NVD,CVE-2025-43798,security@liferay.com CVE-2025-43798,2025-09-15T21:15:35.760,2025-09-16T12:49:16.060,,,false,other,,,https://liferay.dev/portal/security/known-vulnerabilities/-/asset_publisher/jekt/content/CVE-2025-43798
2025-09-18T13:24:03Z,NVD,CVE-2025-43799,security@liferay.com CVE-2025-43799,2025-09-15T21:15:35.927,2025-09-16T12:49:16.060,,,false,other,,,https://liferay.dev/portal/security/known-vulnerabilities/-/asset_publisher/jekt/content/CVE-2025-43799
2025-09-18T13:24:03Z,NVD,CVE-2025-55211,security-advisories@github.com CVE-2025-55211,2025-09-15T21:15:36.100,2025-09-16T12:49:16.060,,,false,other,,,https://github.com/FreePBX/security-reporting/security/advisories/GHSA-xg83-m6q5-q24h
2025-09-18T13:24:03Z,NVD,CVE-2025-59056,security-advisories@github.com CVE-2025-59056,2025-09-15T21:15:36.470,2025-09-16T12:49:16.060,,,false,bluetooth,,,"https://github.com/FreePBX/framework/blame/release/17.0/amp_conf/htdocs/admin/ajax.php#L18, https://github.com/FreePBX/security-reporting/security/advisories/GHSA-frc2-jhgg-rwpr"
2025-09-18T13:24:03Z,NVD,CVE-2025-59145,security-advisories@github.com CVE-2025-59145,2025-09-15T21:15:36.633,2025-09-16T12:49:16.060,,,false,other,,,"https://github.com/colorjs/color-name/security/advisories/GHSA-5fvm-p68v-5wmh, https://github.com/debug-js/debug/issues/1005, https://socket.dev/blog/npm-author-qix-compromised-in-major-supply-chain-attack, https://www.aikido.dev/blog/npm-debug-and-chalk-packages-compromised, https://www.ox.security/blog/npm-packages-compromised"
2025-09-18T13:24:03Z,NVD,CVE-2025-10480,cna@vuldb.com CVE-2025-10480,2025-09-15T22:15:32.313,2025-09-16T14:15:49.433,6.3,MEDIUM,false,bluetooth,,,"https://github.com/ganzhi-qcy/cve/issues/26, https://vuldb.com/?ctiid.323915, https://vuldb.com/?id.323915, https://vuldb.com/?submit.648541, https://www.sourcecodester.com/, https://github.com/ganzhi-qcy/cve/issues/26"
2025-09-18T13:24:03Z,NVD,CVE-2025-10481,cna@vuldb.com CVE-2025-10481,2025-09-15T22:15:33.463,2025-09-16T14:15:49.870,6.3,MEDIUM,false,bluetooth,,,"https://github.com/qcycop0101-hash/CVE/issues/10, https://vuldb.com/?ctiid.323916, https://vuldb.com/?id.323916, https://vuldb.com/?submit.648542, https://www.sourcecodester.com/, https://github.com/qcycop0101-hash/CVE/issues/10"
2025-09-18T13:24:03Z,NVD,CVE-2025-10482,cna@vuldb.com CVE-2025-10482,2025-09-15T22:15:33.667,2025-09-16T14:15:50.040,7.3,HIGH,false,other,,,"https://github.com/qcycop0101-hash/CVE/issues/11, https://vuldb.com/?ctiid.323917, https://vuldb.com/?id.323917, https://vuldb.com/?submit.648580, https://www.sourcecodester.com/, https://github.com/qcycop0101-hash/CVE/issues/11"
2025-09-18T13:24:03Z,NVD,CVE-2025-43797,security@liferay.com CVE-2025-43797,2025-09-15T22:15:33.873,2025-09-16T12:49:16.060,,,false,other,,,https://liferay.dev/portal/security/known-vulnerabilities/-/asset_publisher/jekt/content/CVE-2025-43797
2025-09-18T13:24:03Z,NVD,CVE-2025-43802,security@liferay.com CVE-2025-43802,2025-09-15T22:15:34.030,2025-09-16T12:49:16.060,,,false,other,,,https://liferay.dev/portal/security/known-vulnerabilities/-/asset_publisher/jekt/content/CVE-2025-43802
2025-09-18T13:24:03Z,NVD,CVE-2025-56274,cve@mitre.org CVE-2025-56274,2025-09-15T22:15:34.197,2025-09-16T18:16:01.140,8.1,HIGH,false,bluetooth,,,"http://sourcecodester.com, https://github.com/Chen1-Boop/CVE/blob/main/CVE-2025-56274.md, https://github.com/Chen1-Boop/CVE/blob/main/CVE-2025-56274.md"
2025-09-18T13:24:03Z,NVD,CVE-2025-57117,cve@mitre.org CVE-2025-57117,2025-09-15T22:15:34.333,2025-09-16T18:16:01.840,5.4,MEDIUM,false,other,,,"http://employee.com, https://github.com/Jazeye/CVE/blob/main/CVE-2025-57117/README.md, https://www.sourcecodester.com/, https://github.com/Jazeye/CVE/blob/main/CVE-2025-57117/README.md"
2025-09-18T13:24:03Z,NVD,CVE-2025-6947,5d1c2695-1a31-4499-88ae-e847036fd7e3 CVE-2025-6947,2025-09-15T22:15:34.600,2025-09-16T12:49:16.060,,,false,other,,,https://www.watchguard.com/wgrd-psirt/advisory/wgsa-2025-00012
2025-09-18T13:24:03Z,NVD,CVE-2025-6999,5d1c2695-1a31-4499-88ae-e847036fd7e3 CVE-2025-6999,2025-09-15T22:15:34.760,2025-09-16T12:49:16.060,,,false,other,,,https://www.watchguard.com/wgrd-psirt/advisory/wgsa-2025-00014
2025-09-18T13:24:03Z,NVD,CVE-2025-10483,cna@vuldb.com CVE-2025-10483,2025-09-15T23:15:28.420,2025-09-16T14:15:50.190,6.3,MEDIUM,false,bluetooth,,,"https://github.com/qcycop0101-hash/CVE/issues/12, https://vuldb.com/?ctiid.323918, https://vuldb.com/?id.323918, https://vuldb.com/?submit.648597, https://www.sourcecodester.com/, https://github.com/qcycop0101-hash/CVE/issues/12"
2025-09-18T13:24:03Z,NVD,CVE-2025-10485,cna@vuldb.com CVE-2025-10485,2025-09-15T23:15:29.043,2025-09-16T14:15:50.323,4.3,MEDIUM,false,other,,,"https://github.com/hhhh333/CVE/blob/main/xss.md, https://vuldb.com/?ctiid.323919, https://vuldb.com/?id.323919, https://vuldb.com/?submit.648548, https://github.com/hhhh333/CVE/blob/main/xss.md"
2025-09-18T13:24:03Z,NVD,CVE-2025-24088,product-security@apple.com CVE-2025-24088,2025-09-15T23:15:29.250,2025-09-17T13:35:27.187,7.5,HIGH,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-24133,product-security@apple.com CVE-2025-24133,2025-09-15T23:15:29.363,2025-09-17T13:35:20.130,4.0,MEDIUM,false,other,,,https://support.apple.com/en-us/125108
2025-09-18T13:24:03Z,NVD,CVE-2025-24197,product-security@apple.com CVE-2025-24197,2025-09-15T23:15:29.477,2025-09-17T13:35:07.900,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-30468,product-security@apple.com CVE-2025-30468,2025-09-15T23:15:29.587,2025-09-17T13:34:54.490,6.5,MEDIUM,false,other,,,https://support.apple.com/en-us/125108
2025-09-18T13:24:03Z,NVD,CVE-2025-31254,product-security@apple.com CVE-2025-31254,2025-09-15T23:15:29.703,2025-09-17T13:34:44.453,5.4,MEDIUM,false,other,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125113"
2025-09-18T13:24:03Z,NVD,CVE-2025-31255,product-security@apple.com CVE-2025-31255,2025-09-15T23:15:29.817,2025-09-17T13:34:00.870,9.8,CRITICAL,false,bluetooth,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112, https://support.apple.com/en-us/125114, https://support.apple.com/en-us/125116"
2025-09-18T13:24:03Z,NVD,CVE-2025-31268,product-security@apple.com CVE-2025-31268,2025-09-15T23:15:29.930,2025-09-17T13:33:03.600,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-31269,product-security@apple.com CVE-2025-31269,2025-09-15T23:15:30.043,2025-09-17T13:39:30.860,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-31270,product-security@apple.com CVE-2025-31270,2025-09-15T23:15:30.150,2025-09-17T13:38:01.093,5.5,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-31271,product-security@apple.com CVE-2025-31271,2025-09-15T23:15:30.257,2025-09-17T13:37:54.060,7.5,HIGH,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43190,product-security@apple.com CVE-2025-43190,2025-09-15T23:15:30.360,2025-09-17T13:37:46.740,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112, https://support.apple.com/en-us/125115, https://support.apple.com/en-us/125116"
2025-09-18T13:24:03Z,NVD,CVE-2025-43207,product-security@apple.com CVE-2025-43207,2025-09-15T23:15:30.697,2025-09-17T13:37:01.840,5.5,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43208,product-security@apple.com CVE-2025-43208,2025-09-15T23:15:30.807,2025-09-17T13:36:55.017,5.5,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43231,product-security@apple.com CVE-2025-43231,2025-09-15T23:15:30.913,2025-09-17T13:36:49.177,5.5,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125112
2025-09-18T13:24:03Z,NVD,CVE-2025-43262,product-security@apple.com CVE-2025-43262,2025-09-15T23:15:31.020,2025-09-17T13:36:43.347,5.1,MEDIUM,false,other,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43279,product-security@apple.com CVE-2025-43279,2025-09-15T23:15:31.733,2025-09-17T13:36:08.773,6.2,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43283,product-security@apple.com CVE-2025-43283,2025-09-15T23:15:31.843,2025-09-17T13:42:09.100,3.3,LOW,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43285,product-security@apple.com CVE-2025-43285,2025-09-15T23:15:31.950,2025-09-17T13:42:00.990,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43286,product-security@apple.com CVE-2025-43286,2025-09-15T23:15:32.050,2025-09-17T13:41:52.617,7.8,HIGH,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43292,product-security@apple.com CVE-2025-43292,2025-09-15T23:15:32.360,2025-09-17T13:41:22.320,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111"
2025-09-18T13:24:03Z,NVD,CVE-2025-43293,product-security@apple.com CVE-2025-43293,2025-09-15T23:15:32.467,2025-09-17T13:41:12.470,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43294,product-security@apple.com CVE-2025-43294,2025-09-15T23:15:32.580,2025-09-17T16:15:34.950,3.3,LOW,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43295,product-security@apple.com CVE-2025-43295,2025-09-15T23:15:32.683,2025-09-17T13:40:55.120,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125109, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43298,product-security@apple.com CVE-2025-43298,2025-09-15T23:15:32.903,2025-09-17T13:43:36.053,7.8,HIGH,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43299,product-security@apple.com CVE-2025-43299,2025-09-15T23:15:33.013,2025-09-17T13:43:19.033,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125109, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43301,product-security@apple.com CVE-2025-43301,2025-09-15T23:15:33.313,2025-09-17T13:43:05.053,3.3,LOW,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43302,product-security@apple.com CVE-2025-43302,2025-09-15T23:15:33.433,2025-09-17T13:47:22.710,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125109, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112, https://support.apple.com/en-us/125114, https://support.apple.com/en-us/125115, https://support.apple.com/en-us/125116"
2025-09-18T13:24:03Z,NVD,CVE-2025-43303,product-security@apple.com CVE-2025-43303,2025-09-15T23:15:33.550,2025-09-17T13:46:56.670,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125114, https://support.apple.com/en-us/125115, https://support.apple.com/en-us/125116"
2025-09-18T13:24:03Z,NVD,CVE-2025-43304,product-security@apple.com CVE-2025-43304,2025-09-15T23:15:33.660,2025-09-17T13:46:26.970,7.0,HIGH,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43305,product-security@apple.com CVE-2025-43305,2025-09-15T23:15:33.770,2025-09-17T13:46:39.453,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43307,product-security@apple.com CVE-2025-43307,2025-09-15T23:15:33.873,2025-09-17T13:46:09.810,4.0,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43308,product-security@apple.com CVE-2025-43308,2025-09-15T23:15:33.980,2025-09-17T16:15:35.123,5.3,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43310,product-security@apple.com CVE-2025-43310,2025-09-15T23:15:34.087,2025-09-17T13:45:41.713,4.4,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43311,product-security@apple.com CVE-2025-43311,2025-09-15T23:15:34.200,2025-09-17T13:45:26.600,5.1,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43312,product-security@apple.com CVE-2025-43312,2025-09-15T23:15:34.300,2025-09-17T13:45:10.473,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43314,product-security@apple.com CVE-2025-43314,2025-09-15T23:15:34.413,2025-09-17T13:44:50.467,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43315,product-security@apple.com CVE-2025-43315,2025-09-15T23:15:34.513,2025-09-17T13:50:37.803,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43316,product-security@apple.com CVE-2025-43316,2025-09-15T23:15:34.620,2025-09-17T13:50:26.197,7.8,HIGH,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125115"
2025-09-18T13:24:03Z,NVD,CVE-2025-43317,product-security@apple.com CVE-2025-43317,2025-09-15T23:15:34.730,2025-09-17T13:50:20.060,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125114, https://support.apple.com/en-us/125115, https://support.apple.com/en-us/125116"
2025-09-18T13:24:03Z,NVD,CVE-2025-43318,product-security@apple.com CVE-2025-43318,2025-09-15T23:15:34.843,2025-09-17T13:50:10.940,6.2,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43325,product-security@apple.com CVE-2025-43325,2025-09-15T23:15:35.173,2025-09-17T13:49:36.563,5.5,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43326,product-security@apple.com CVE-2025-43326,2025-09-15T23:15:35.287,2025-09-17T13:49:30.770,5.5,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43327,product-security@apple.com CVE-2025-43327,2025-09-15T23:15:35.397,2025-09-17T14:07:55.790,6.5,MEDIUM,false,other,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125113"
2025-09-18T13:24:03Z,NVD,CVE-2025-43328,product-security@apple.com CVE-2025-43328,2025-09-15T23:15:35.513,2025-09-17T16:15:35.307,3.3,LOW,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43329,product-security@apple.com CVE-2025-43329,2025-09-15T23:15:35.620,2025-09-17T14:07:29.913,8.8,HIGH,false,bluetooth,,,"https://support.apple.com/en-us/125108, https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125114, https://support.apple.com/en-us/125116"
2025-09-18T13:24:03Z,NVD,CVE-2025-43331,product-security@apple.com CVE-2025-43331,2025-09-15T23:15:35.833,2025-09-17T14:07:04.620,4.0,MEDIUM,false,bluetooth,,,https://support.apple.com/en-us/125110
2025-09-18T13:24:03Z,NVD,CVE-2025-43332,product-security@apple.com CVE-2025-43332,2025-09-15T23:15:35.950,2025-09-17T16:15:35.480,5.2,MEDIUM,false,bluetooth,,,"https://support.apple.com/en-us/125110, https://support.apple.com/en-us/125111, https://support.apple.com/en-us/125112"
2025-09-18T13:24:03Z,NVD,CVE-2025-43333,product-security@apple.com CVE-2025-43333,2025-09-15T23:15:36.060,2025-09-17T14:06:52.800,7.8,HIGH,false,bluetooth,,,https://support.apple.com/en-us/125110
